BinarySearch<Search`1, Int32>: Milliseconds,Size
0,1
2,2
0,4
0,8
0,16
0,32
0,64
0,128
0,256
0,512
0,1024
0,2048
0,4096
0,8192
0,16384
0,32768
2,65536
1,131072
2,262144
3,524288
7,1048576
16,2097152
35,4194304
79,8388608
145,16777216
683,33554432
693,67108864
1198,134217728
4522,268435456
